x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.0,0.0,0.0,0.0824480727314949,-0.029485583305358887,-0.023909420089921696,0.15220411866903305,-0.14776915311813354,-0.028689401539168102,0.1941298171877861,-0.23938560485839844,-0.034712670685848934,0.23612212389707565,-0.29907679557800293,-0.038147205801806194,0.13301730901002884,-0.23877185583114624,-0.0062184243818137475,0.1499481424689293,-0.2627255916595459,-0.04636249909003709,0.12283336371183395,-0.1863245964050293,-0.06957077080210183,0.09691780060529709,-0.12646818161010742,-0.07662155324419473,0.07914062589406967,-0.25249069929122925,-0.006863097043833477,0.09154292196035385,-0.26112139225006104,-0.05252923661669229,0.06635398417711258,-0.16565537452697754,-0.0651324897428367,0.04600370675325394,-0.09732240438461304,-0.06121465409000848,0.026065252721309662,-0.2501179575920105,-0.014397912973663551,0.036386556923389435,-0.2502998113632202,-0.060360560508570416,0.021950528025627136,-0.15147936344146729,-0.05681622618635629,0.01035260409116745,-0.08566325902938843,-0.04007988268335794,-0.026317931711673737,-0.2382391095161438,-0.023739613907537205,-0.013878382742404938,-0.24155819416046143,-0.05489007228811715,-0.018019922077655792,-0.1684882640838623,-0.05046290749510263,-0.02119392901659012,-0.12190359830856323,-0.03726934859355424,A
0.0,0.0,0.0,0.079403817653656,-0.038654983043670654,-0.023874190722068533,0.14980369806289673,-0.15095418691635132,-0.028138988737424597,0.1953933835029602,-0.23888826370239258,-0.03303320807631849,0.2388514280319214,-0.29458504915237427,-0.03467415002401708,0.12987008690834045,-0.23345863819122314,0.004286852579156175,0.1443101465702057,-0.2702571153640747,-0.029975931246241316,0.11648011207580566,-0.19146209955215454,-0.05013544586714147,0.09463861584663391,-0.13485491275787354,-0.05559314516600011,0.08013689517974854,-0.24592947959899902,0.006234764501044765,0.08982330560684204,-0.27834999561309814,-0.032947451893647894,0.06712466478347778,-0.18146008253097534,-0.04142604497488378,0.05380663275718689,-0.11623930931091309,-0.034121775154432044,0.03024481236934662,-0.24500280618667603,0.0010157929803824572,0.034718722105026245,-0.25906902551651,-0.0398599180322492,0.022084884345531464,-0.15958213806152344,-0.031054918740352377,0.01623569428920746,-0.0991436243057251,-0.010486818936129794,-0.0182328000664711,-0.2372228503227234,-0.005873411048611388,-0.007917642593383789,-0.25516951084136963,-0.030459185216983542,-0.013854049146175385,-0.17761540412902832,-0.01843885247822641,-0.016166023910045624,-0.13198989629745483,0.00043880680581764864,A
0.0,0.0,0.0,0.08026215434074402,-0.03370469808578491,-0.028004918924381172,0.15337322652339935,-0.143649160861969,-0.03294025242965404,0.19886837899684906,-0.23405909538269043,-0.037934775209834015,0.2417658120393753,-0.289933443069458,-0.038864715701748764,0.1352509707212448,-0.22065621614456177,0.0012288199720558168,0.1508864015340805,-0.2689496874809265,-0.037248301065375244,0.11987794935703278,-0.18897563219070435,-0.05743889019530002,0.09647491574287415,-0.13077080249786377,-0.06139838949482623,0.08547686040401459,-0.23483026027679443,0.0046842114749949815,0.09612943232059479,-0.2805842161178589,-0.0410861212078828,0.07034863531589508,-0.18019360303878784,-0.05007528767626468,0.05714927613735199,-0.11184978485107422,-0.0406869638029832,0.0363800972700119,-0.23676782846450806,0.00017471460861884225,0.03990079462528229,-0.2609284520149231,-0.047976563430239594,0.024208568036556244,-0.15513044595718384,-0.039628210223128235,0.018482767045497894,-0.09054768085479736,-0.016465169123222267,-0.010631762444972992,-0.23306983709335327,-0.00601602366830889,-0.0009016767144203186,-0.2605079412460327,-0.03522923470180217,-0.010588303208351135,-0.17894279956817627,-0.024039714342762863,-0.013307861983776093,-0.1286228895187378,-0.004266193347831404,A
0.0,0.0,0.0,0.07715132087469101,-0.0348200798034668,-0.030711047924910417,0.1474441960453987,-0.14223355054855347,-0.03799342607692324,0.1919969692826271,-0.2329971194267273,-0.04534408321217143,0.23759473115205765,-0.28571897745132446,-0.04800799732640826,0.13149578124284744,-0.21672707796096802,-0.003038595305611125,0.14738941937685013,-0.2720974385738373,-0.04475004469588839,0.11483367532491684,-0.19540172815322876,-0.06362448131278597,0.09388671070337296,-0.14190924167633057,-0.06581141298249804,0.08208144456148148,-0.22853484749794006,0.0009217351993129341,0.09067318588495255,-0.2773238718509674,-0.05008587857321345,0.06312862783670425,-0.17717039585113525,-0.05867134278253161,0.05050639063119888,-0.1110880970954895,-0.04730223735407435,0.033198706805706024,-0.23055756092071533,-0.003539835443575612,0.03370342403650284,-0.2532566487789154,-0.0577502759321078,0.017563141882419586,-0.14756739139556885,-0.05058238526419245,0.013633616268634796,-0.08332926034927368,-0.02595075649753653,-0.013762123882770538,-0.2279762625694275,-0.00948951916382157,-0.005662016570568085,-0.2588008642196655,-0.04185368736818873,-0.015851281583309174,-0.17816901206970215,-0.03171921765044772,-0.01950247585773468,-0.1257728934288025,-0.011487601898465982,A
0.0,0.0,0.0,0.07995092123746872,-0.03306019306182861,-0.030986646168685184,0.1525273099541664,-0.14369773864746094,-0.03786916097328685,0.1961350217461586,-0.23455467820167542,-0.044526105725026355,0.24172083288431168,-0.28382593393325806,-0.046215908580279574,0.1310553029179573,-0.2139209508895874,-0.007177090716368184,0.15295372158288956,-0.2669498026371002,-0.04924011414573215,0.11637961119413376,-0.19271010160446167,-0.06691649367735408,0.09249847382307053,-0.1431962251663208,-0.06852278669998668,0.0815749540925026,-0.22827231884002686,-0.0033476892642738676,0.09761179238557816,-0.2788127362728119,-0.05657721122429393,0.06697531789541245,-0.1800130009651184,-0.06438341548368953,0.0523843988776207,-0.11251342296600342,-0.051683815174556,0.033415891230106354,-0.23324087262153625,-0.007653432410961614,0.03862180560827255,-0.25485631823539734,-0.06265812923834346,0.021074019372463226,-0.1482861042022705,-0.055062564068293796,0.015673033893108368,-0.08246731758117676,-0.029769934692239985,-0.0127253457903862,-0.2356327772140503,-0.013534422942257152,-0.0012998580932617188,-0.26145973801612854,-0.0457578394346001,-0.011608615517616272,-0.1813550591468811,-0.03616448675916217,-0.014551714062690735,-0.12975603342056274,-0.016490112968540416,A
0.0,0.0,0.0,0.0790572464466095,-0.028575003147125244,-0.030037761376775052,0.15113931894302368,-0.13961589336395264,-0.03442757082132175,0.1949906349182129,-0.23008987307548523,-0.03859740746167972,0.24148747324943542,-0.27538520097732544,-0.037514413417852666,0.13287287950515747,-0.20735955238342285,-0.0022162091355539815,0.1556398868560791,-0.264651894569397,-0.03935513895896747,0.11673933267593384,-0.19199812412261963,-0.05355115485338047,0.09232157468795776,-0.1414182186126709,-0.05366754409817531,0.08291877806186676,-0.22163844108581543,0.002010620953910802,0.09647068381309509,-0.2791697382926941,-0.046335353226936604,0.06578430533409119,-0.1817750334739685,-0.05242053669837787,0.05327373743057251,-0.11351996660232544,-0.03964579728392437,0.0338161438703537,-0.2265915870666504,-0.002032300866744663,0.03989839553833008,-0.25379258394241333,-0.054344541104114796,0.02217191457748413,-0.14825302362442017,-0.046825258703506734,0.016733065247535706,-0.08194273710250854,-0.02250219945756271,-0.013077110052108765,-0.22985675930976868,-0.007623588842875506,-2.4646520614624023e-05,-0.26130548119544983,-0.038995603741682316,-0.011639237403869629,-0.1840461790561676,-0.029906647922075535,-0.016224078834056854,-0.13369256258010864,-0.011292019569850709,A
0.0,0.0,0.0,0.07762257754802704,-0.03094184398651123,-0.02686338876173977,0.14868207275867462,-0.1396508812904358,-0.03227587048695568,0.19430817663669586,-0.22562816739082336,-0.03762945164726261,0.24357543885707855,-0.26796841621398926,-0.03852529455707554,0.1330556422472,-0.20935019850730896,-0.006852062463622133,0.15568391978740692,-0.26408979296684265,-0.04117029164717678,0.11917035281658173,-0.1931937336921692,-0.05418363963053707,0.09537850320339203,-0.138289213180542,-0.05437323828027729,0.08187718689441681,-0.22414472699165344,-0.004222545351694862,0.09791512787342072,-0.28130704164505005,-0.04888508845851902,0.06773880124092102,-0.18845507502555847,-0.0543737076668549,0.05438067018985748,-0.11780530214309692,-0.04300291840718273,0.031092777848243713,-0.2283952534198761,-0.00845266883061413,0.03933416306972504,-0.25244802236557007,-0.05629551042602543,0.02245260775089264,-0.1511285901069641,-0.04885749895856861,0.016842886805534363,-0.08349329233169556,-0.02669767667339329,-0.017509356141090393,-0.23049277067184448,-0.013984683014314214,-0.003334358334541321,-0.25970393419265747,-0.04301557321832661,-0.013204231858253479,-0.1840578019618988,-0.033456455960731546,-0.017017796635627747,-0.13292795419692993,-0.015780672475557367,A
0.0,0.0,0.0,0.07767444849014282,-0.03490340709686279,-0.027943341336026606,0.14833222329616547,-0.14363473653793335,-0.033636249876394686,0.19189058244228363,-0.2263025939464569,-0.03909106580056232,0.2381376177072525,-0.26962414383888245,-0.03967658457793277,0.1297212392091751,-0.20999789237976074,-0.009250425076857027,0.1512032002210617,-0.27053818106651306,-0.04720982191599887,0.11317874491214752,-0.19480445981025696,-0.06124438000358623,0.08946575224399567,-0.14144688844680786,-0.06119209182895702,0.0806436836719513,-0.22511446475982666,-0.006734278793260273,0.0974700003862381,-0.28586331009864807,-0.05542031330503505,0.06654301285743713,-0.18954521417617798,-0.0609230513636021,0.0519423633813858,-0.1223265528678894,-0.04790962887443584,0.03126738965511322,-0.22964581847190857,-0.011303955032303747,0.036835744976997375,-0.25684231519699097,-0.06233804327882808,0.0201529860496521,-0.15030044317245483,-0.053095229244604525,0.015220582485198975,-0.08456194400787354,-0.02812142325080913,-0.017022743821144104,-0.2318841814994812,-0.01727586080767196,-0.007752552628517151,-0.2625594139099121,-0.047197826481237826,-0.014584556221961975,-0.18480795621871948,-0.036405455595627245,-0.015094608068466187,-0.13549798727035522,-0.017004445469751772,A
0.0,0.0,0.0,0.07907114923000336,-0.03456944227218628,-0.02835820945603018,0.14836956560611725,-0.14284908771514893,-0.034309878523174575,0.19032542407512665,-0.22845971584320068,-0.04002224984270697,0.23627634346485138,-0.2720244526863098,-0.04097117068869238,0.1299232393503189,-0.21029487252235413,-0.008397578770939162,0.1533772200345993,-0.26990407705307007,-0.04685018914443617,0.11429871618747711,-0.1964763104915619,-0.06191915976506834,0.09049411118030548,-0.14329469203948975,-0.06267408239347105,0.08038128912448883,-0.2263515591621399,-0.005561487792704156,0.09852267801761627,-0.28743696212768555,-0.0557399313400424,0.06675763428211212,-0.192543625831604,-0.06247419449192648,0.05269336700439453,-0.12259012460708618,-0.049650530839983276,0.03137531876564026,-0.2313079833984375,-0.009863068858805946,0.03860463201999664,-0.2553546726703644,-0.061541247690740875,0.021031588315963745,-0.15059053897857666,-0.05330279427272444,0.016439378261566162,-0.08345472812652588,-0.028538399885121635,-0.016203835606575012,-0.23326539993286133,-0.015660972843591026,-0.005653604865074158,-0.2588523328304291,-0.04623599680763846,-0.013884469866752625,-0.1799929440021515,-0.03642590301734572,-0.014250576496124268,-0.12904447317123413,-0.01735117616755133,A
0.0,0.0,0.0,0.0771225094795227,-0.03538501262664795,-0.027514898997708315,0.14751917123794556,-0.1458134651184082,-0.03337638996259784,0.19215288758277893,-0.22997421026229858,-0.03894187681095218,0.2378038465976715,-0.27380698919296265,-0.039573481154604906,0.1302395462989807,-0.21070456504821777,-0.010561191325052732,0.1535235345363617,-0.27547580003738403,-0.048358427208825105,0.11703461408615112,-0.20047089457511902,-0.06243908576385593,0.09479895234107971,-0.14753443002700806,-0.06274175069944476,0.08132916688919067,-0.22548574209213257,-0.008363113586767668,0.09913209080696106,-0.28880831599235535,-0.057037798535986894,0.07058268785476685,-0.19452312588691711,-0.06305184386388873,0.05743943154811859,-0.1273726224899292,-0.050539033335610384,0.03239890933036804,-0.22951024770736694,-0.013012049567862505,0.039306044578552246,-0.25570470094680786,-0.06364296547786807,0.024815380573272705,-0.15027093887329102,-0.055077889782353395,0.02143770456314087,-0.08476454019546509,-0.030888205242320055,-0.015060722827911377,-0.2307942509651184,-0.019089022499485964,-0.004786446690559387,-0.2562704384326935,-0.04978063873664951,-0.011802494525909424,-0.1767047643661499,-0.04008141703621959,-0.011887654662132263,-0.12584269046783447,-0.021455971372290605,A
